Collection_ID,Slide_ID,Gen,Clade,Morph,a3_length,a4_length,a5_length,abdomen_width,antenna_length,body_length,body_width,cauda_length,cauda_width,compound_eye_width,forewing_length,hindwing_length,metafemur_length,metatarsomere_length,metatibia_length,n_a3_sensoria,n_a3_setae,n_a4_sensoria,n_a4_setae,n_a5_sensoria,n_a5_setae,n_antennal_segments,n_apical_antenna_setae,n_apical_head_setae,n_bilobed_anal_plate_setae,n_cauda_long_setae,n_cauda_short_setae,n_genital_plate_setae,n_hindwing_hooklets,n_metacoxa_setae,n_metafemur_setae,n_metatarsus_1_setae,n_metatarsus_2_setae,n_metatibia_apical_setae,n_metatibia_setae,n_pedicel_setae,n_rostrum_2_setae,n_scape_setae,n_urs_secondary_setae,pedicel_length,protibia_length,rostrum_length,thorax_width,urs_length,urs_width
94-27,IV-N-01,4,N,aptera,0.055730789,0.045503547,NA,NA,NA,1.851857711,1.456458629,0.050805261,0.083574098,NA,NA,NA,0.257791597,0.05973714,0.284269822,NA,NA,NA,NA,NA,NA,3,2,NA,16,2,8,18,NA,4,5,NA,NA,4,15,2,NA,2,NA,0.061226081,NA,0.272406244,NA,0.066869476,0.042320354
23-05,SV-H-04,5,H,alate,0.23906968,0.111774651,0.125078195,0.827657868,NA,1.490989557,NA,0.034628903,0.052702976,0.117547925,1.875896862,1.136445126,0.329339483,0.085599937,0.412000069,23,NA,8,NA,10,NA,NA,3,NA,16,2,7,17,2,5,12,NA,8,6,32,NA,NA,NA,6,0.040032651,NA,0.340701311,0.696493226,0.072682966,0.053304402
23-10a,SV-H-01,5,H,alate,0.217520114,0.099701828,0.114194843,0.633499094,NA,1.319613865,NA,0.035368539,0.042632984,0.111679722,1.922811738,1.165044439,0.299262312,0.088326605,0.368938016,23,NA,9,NA,10,NA,NA,3,NA,12,2,5,19,2,3,9,NA,NA,6,20,NA,NA,NA,2,0.037105546,NA,NA,0.601745529,0.061785597,NA
23-10b,SV-H-02,5,H,alate,0.201936439,0.101494994,0.120620697,0.676232874,NA,1.166731998,NA,0.033062082,0.045403697,0.105394564,1.961304465,1.078359806,0.328967884,0.074878868,0.404066832,22,NA,8,NA,11,NA,NA,3,NA,16,2,6,23,NA,NA,18,NA,NA,5,28,NA,NA,NA,NA,0.035218681,NA,NA,0.576196271,NA,NA
23-11,SV-H-05,5,H,alate,NA,NA,NA,NA,NA,1.516935083,NA,0.034972589,0.052582714,0.109355737,1.874066875,1.139007164,0.36060623,0.094333678,0.408631073,NA,NA,NA,NA,NA,NA,NA,5,NA,15,2,10,22,2,NA,15,NA,7,6,31,NA,NA,NA,NA,0.04467802,NA,NA,0.699551654,0.071691815,NA
23-12,SV-H-03,5,H,alate,0.250778454,0.1098384,0.108587032,NA,NA,NA,NA,0.032731374,0.044900328,0.126597272,1.845940696,1.07637436,0.315834601,0.090434176,0.386041014,23,NA,8,NA,9,NA,NA,2,NA,13,3,6,17,NA,NA,14,NA,NA,5,34,NA,NA,NA,NA,NA,NA,NA,0.620201978,NA,NA
25-57a,SV-H-06,5,H,alate,0.303703271,0.141026557,0.133629798,0.920602772,NA,1.82698894,NA,0.047501577,0.068616559,0.151010743,2.11587771,1.332464607,0.335714428,0.115735004,0.442015848,24,NA,9,NA,9,NA,NA,5,NA,19,2,8,18,2,6,25,NA,7,6,38,NA,NA,NA,6,0.050087271,NA,NA,0.856820254,0.0900887,0.04293688
25-57b,SV-H-07,5,H,alate,0.306277089,0.13045029,0.139808934,0.846927811,NA,1.813321738,NA,0.044405412,0.066999638,0.166177228,2.128725324,1.354233368,0.396657505,0.115145915,0.443713684,28,NA,12,NA,13,NA,NA,5,NA,19,2,8,23,2,5,31,NA,8,7,43,NA,NA,NA,6,0.046822924,NA,0.389394794,0.778240173,0.086542985,0.056148192
25-57c,SV-H-08,5,H,alate,0.304290153,0.156733692,0.144876029,0.893827273,NA,1.815299178,NA,0.054605347,0.072617819,0.163793587,2.252154446,1.36753832,0.400459242,0.117496861,0.457994402,24,NA,11,NA,12,NA,NA,5,NA,20,2,10,28,2,6,31,NA,8,6,42,NA,NA,NA,6,0.049827302,NA,0.356103035,0.762102377,0.087646859,0.050093258
25-57d,SV-H-09,5,H,alate,0.316968794,0.145635956,0.146362931,0.881098467,NA,1.869939949,NA,0.037372876,0.06904818,0.155129966,2.084465363,1.280173474,0.401149988,0.112878771,0.436237934,28,NA,12,NA,13,NA,NA,5,NA,20,2,7,24,2,5,27,NA,9,7,43,NA,NA,NA,7,0.052179893,NA,0.355087087,0.819474538,0.085485312,0.054515104
25-57e,SV-H-10,5,H,alate,0.321381409,0.148992588,0.138481297,0.901448481,NA,1.765771562,NA,0.043829952,0.073942132,0.156692683,2.131047827,1.267231911,0.394306058,0.114982033,0.45401381,26,NA,12,NA,11,NA,NA,5,NA,18,2,9,23,2,6,28,NA,8,6,43,NA,NA,NA,6,0.044671808,NA,0.351472436,0.770184836,0.084242603,0.047381012
25-57f,SV-H-11,5,H,alate,0.312285948,0.139843794,0.142780409,0.990990716,NA,1.988313089,NA,0.045269599,0.06803413,0.139698239,2.236297361,1.356527696,0.401606288,0.116718346,0.455269423,27,NA,11,NA,12,NA,NA,5,NA,15,2,8,24,2,6,29,NA,7,6,43,NA,NA,NA,6,0.054545286,NA,0.26503571,0.839686719,0.077731637,0.050374915
25-57g,SV-H-12,5,H,alate,0.304807019,0.134198209,0.13136451,0.813426439,NA,1.703918714,NA,0.047477488,0.065529203,0.133725938,2.060714656,1.292614662,0.395514185,0.11033362,0.434050658,32,NA,9,NA,10,NA,NA,5,NA,18,2,6,26,2,6,28,NA,8,6,43,NA,NA,NA,6,0.046960743,NA,0.354321434,0.756570961,0.083278936,0.047990118
25-57h,SV-H-13,5,H,alate,0.30062744,0.13634718,0.13976416,0.88801519,NA,1.61938387,NA,0.04523029,0.06580782,0.14958338,2.05318099,1.23763284,0.38481895,0.11538978,0.43240735,28,NA,10,NA,10,NA,NA,5,NA,17,2,7,23,2,6,28,NA,8,6,45,NA,NA,NA,4,0.05172767,NA,0.33565889,0.71761949,0.08108389,0.04107102
99-22a,SV-L-12,5,L,alate,0.235163306,0.102118214,0.106133129,0.740753883,NA,1.491858507,NA,0.042453717,0.049566469,0.136811896,1.738315457,1.097022884,0.304559774,0.082611519,0.353721951,21,NA,7,NA,5,NA,NA,5,NA,16,2,12,22,2,NA,18,NA,7,6,31,NA,NA,NA,6,0.040978795,NA,0.261658316,0.656655077,0.062632728,0.041525374
25-08a,SV-L-01,5,L,alate,0.296494985,0.144435112,0.122838847,0.944410846,NA,1.694324314,NA,0.034317503,0.051703304,0.159705365,2.294443445,1.282152522,0.403250304,0.112800805,0.456419869,24,NA,12,NA,9,NA,NA,5,NA,15,2,6,24,2,5,26,NA,7,6,41,NA,NA,NA,NA,0.038789987,NA,NA,0.793446278,NA,NA
25-08b,SV-L-02,5,L,alate,0.316213719,0.151630363,0.151341919,0.964161534,NA,2.084382608,NA,0.055292341,0.070182311,0.156799853,2.168900117,1.500880739,0.403856196,0.126090378,0.4962223,32,NA,10,NA,13,NA,NA,5,NA,22,2,17,25,2,6,31,NA,8,6,48,NA,NA,NA,5,0.05523466,NA,NA,0.883171102,0.085988368,0.045111189
25-08c,SV-L-03,5,L,alate,0.291640528,0.162210491,0.14220396,0.862387519,NA,1.845273211,NA,0.035492445,0.074164666,0.153356941,2.146832831,1.399304112,0.405112071,0.122791248,0.49905358,27,NA,16,NA,14,NA,NA,3,NA,21,2,13,27,2,6,27,NA,8,6,47,NA,NA,NA,6,0.060214942,NA,0.343175241,0.884366652,0.081227544,0.059268064
25-08d,SV-L-04,5,L,alate,0.296812499,0.132688177,0.144670307,NA,NA,1.857898271,NA,0.047409225,0.072496711,0.158627637,2.144503731,1.282401774,0.390801464,0.114325592,0.47757691,28,NA,13,NA,14,NA,NA,6,NA,19,2,11,27,2,6,27,NA,7,5,49,NA,NA,NA,6,0.048775479,NA,0.34905694,0.855074766,0.080652307,0.056066562
25-08e,SV-L-05,5,L,alate,0.291135539,0.144754079,0.143409287,0.784742556,NA,1.74046163,NA,0.042819013,0.055970646,0.16119672,2.073289849,1.285495667,0.404040982,0.111934339,0.459386021,24,NA,10,NA,9,NA,NA,5,NA,18,2,7,25,2,5,25,NA,8,6,42,NA,NA,NA,6,0.046089707,NA,0.264858406,0.789997625,0.079988147,0.061017723
25-10a,SV-L-06,5,L,alate,0.313214777,0.164628026,0.152490864,0.870181999,NA,1.785966378,NA,0.047039266,0.06480176,0.143117839,2.222670469,1.400826981,0.384076154,0.110133124,0.454681052,31,NA,15,NA,13,NA,NA,4,NA,16,2,10,22,2,5,26,NA,6,6,45,NA,NA,NA,6,0.053411838,NA,NA,0.820186326,0.072592841,0.045452318
25-10b,SV-L-07,5,L,alate,0.297443407,0.145931166,0.155065044,1.033826953,NA,1.823973497,NA,0.049881479,0.055428505,0.122747232,2.080822962,1.349395105,0.379553822,0.11450378,0.445173415,30,NA,12,NA,9,NA,NA,4,NA,17,2,9,23,2,6,26,NA,8,6,44,NA,NA,NA,6,0.049661698,NA,0.37623378,0.777104896,0.083473361,0.042191662
25-10c,SV-L-08,5,L,alate,0.296400444,0.148641764,0.149165983,0.910470032,NA,1.879615366,NA,0.047056979,0.06988712,0.171074708,2.200995402,1.452027332,0.386678692,0.107628311,0.443150809,27,NA,12,NA,13,NA,NA,5,NA,20,2,12,27,2,6,28,NA,7,6,46,NA,NA,NA,6,0.054071546,NA,0.343299967,0.80667138,0.085247078,0.047200993
25-10d,SV-L-09,5,L,alate,0.283901226,0.152966322,0.14625666,NA,NA,NA,NA,0.040212187,0.056519775,0.14196579,2.170102052,1.378016882,0.377754666,0.108792102,0.425040639,30,NA,12,NA,10,NA,NA,5,NA,19,2,13,23,2,6,21,NA,7,6,34,NA,NA,NA,NA,0.051447062,NA,NA,0.791220001,0.073543235,0.037993775
25-10e,SV-L-10,5,L,alate,0.290073328,0.144176061,0.145740893,0.97577126,NA,1.759060807,NA,0.044969673,0.065145254,0.161514044,2.237097183,1.450819259,0.381786623,0.114163429,0.454447179,24,NA,12,NA,11,NA,NA,5,NA,19,2,10,23,2,5,25,NA,8,6,42,NA,NA,NA,NA,0.060570885,NA,0.335749503,0.859787205,0.081061735,NA
25-10f,SV-L-11,5,L,alate,0.297849403,0.166872762,0.156190166,0.930389348,NA,1.881256947,NA,0.048385834,0.065258086,0.163419997,2.207554952,1.435172791,0.394472041,0.117293344,0.446580175,29,NA,12,NA,12,NA,NA,5,NA,18,2,10,23,2,6,19,NA,8,5,47,NA,NA,NA,NA,0.054800342,NA,NA,0.87519016,0.079492474,0.038332697
99-22b,SV-L-13,5,L,alate,0.251822678,0.122111457,0.113401916,0.686588167,NA,1.504002653,NA,0.045473843,0.068033951,0.145154962,1.909274586,1.170544633,0.33861714,0.08843279,0.418452034,26,NA,11,NA,10,NA,NA,5,NA,16,2,10,23,2,5,20,NA,8,6,40,NA,NA,NA,NA,0.045012038,NA,NA,0.665440423,0.069805841,0.033352953
99-22c,SV-L-14,5,L,alate,0.242794487,0.103738979,0.104730471,0.711727765,NA,1.537571954,NA,0.040212187,0.056519775,0.145273546,1.817577776,1.085600002,0.331772651,0.083060077,0.368480991,23,NA,12,NA,7,NA,NA,5,NA,16,2,10,27,2,6,28,NA,7,6,37,NA,NA,NA,6,0.050637198,NA,0.311168354,0.699551654,0.066207385,0.0514163
99-22d,SV-L-15,5,L,alate,0.20996657,0.0905064,0.11622346,0.71172777,NA,1.55249745,NA,0.04510002,0.05355042,0.14335257,1.89073885,1.23442543,0.30794152,0.0904979,0.37143897,21,NA,8,NA,10,NA,NA,6,NA,12,2,9,24,2,6,22,NA,9,6,36,NA,NA,NA,NA,0.03883287,NA,NA,0.65170234,0.06877389,0.03156168
99-22e,SV-L-16,5,L,alate,0.237868459,0.108784882,0.122836715,0.703984386,NA,1.457115861,NA,0.047992176,0.06340468,0.13725976,1.7946139,1.006863819,0.332910652,0.09908499,0.367478697,24,NA,10,NA,10,NA,NA,5,NA,16,2,9,24,2,6,27,NA,7,6,36,NA,NA,NA,6,0.040089893,NA,0.324165453,0.698918662,0.068340602,0.040181461
99-22f,SV-L-17,5,L,alate,0.248194069,0.117350792,0.11771719,0.721439371,NA,1.473574494,NA,0.044991588,0.060708054,0.144067217,1.836734495,0.973591633,0.330776648,0.096302197,0.371145216,26,NA,11,NA,9,NA,NA,4,NA,14,2,11,25,2,5,18,NA,7,6,34,NA,NA,NA,5,0.038010911,NA,0.274272562,0.652083399,0.063808678,0.050730064
99-22g,SV-L-18,5,L,alate,0.239577719,0.114558879,0.127060736,0.783105462,NA,1.349071301,NA,0.041413008,0.056549276,0.147196396,1.776023244,1.085283583,0.33736717,0.09654672,0.40188504,22,NA,9,NA,11,NA,NA,4,NA,16,2,8,23,2,6,22,NA,8,6,33,NA,NA,NA,NA,0.045031054,NA,NA,0.682953998,NA,NA
23-18a,SV-N-01,5,N,alate,0.299755227,0.141615468,0.12986461,0.883645445,NA,1.535168578,NA,0.048328588,0.067465364,0.126079902,2.232738609,1.310159707,0.386119615,0.103119959,0.461043964,29,NA,12,NA,11,NA,NA,5,NA,17,2,13,27,2,5,27,NA,8,6,46,NA,NA,NA,6,0.048590865,NA,0.336475616,0.743149817,0.082991626,0.0592415
23-18b,SV-N-02,5,N,alate,0.310348984,0.139696745,0.13604311,0.919805129,NA,1.568333227,NA,0.047462645,0.055328292,0.12240704,2.187486065,1.29141078,0.363457162,0.096520287,0.441232212,29,NA,10,NA,11,NA,NA,4,NA,16,3,11,29,2,5,23,NA,8,6,51,NA,NA,NA,NA,0.038385702,NA,NA,0.709739576,NA,0.04147744
23-18c,SV-N-03,5,N,alate,0.282359648,0.135673925,0.12449516,NA,NA,NA,NA,0.030707201,0.055767332,0.153026049,2.083521958,1.310877439,0.346403203,0.097123642,0.423800494,28,NA,13,NA,10,NA,NA,5,NA,17,2,12,25,2,5,18,NA,9,6,44,NA,NA,NA,NA,0.044924278,NA,NA,0.725535056,0.07408678,NA
23-18d,SV-N-04,5,N,alate,0.321142331,0.135224815,0.134695684,0.824688657,NA,1.718528304,NA,0.045148622,0.063747682,0.127912102,2.14439224,1.305606537,0.362676805,0.094892232,0.443584127,28,NA,11,NA,11,NA,NA,5,NA,18,2,12,27,2,6,21,NA,7,6,46,NA,NA,NA,6,0.043762257,NA,NA,0.788501669,0.073363112,0.037999395
23-18e,SV-N-05,5,N,alate,0.30397263,0.132458644,0.132553678,0.86709918,NA,1.724464086,NA,0.047267383,0.058980701,0.132811808,2.174955945,1.334869809,0.373440238,0.107471657,0.451016794,31,NA,11,NA,9,NA,NA,5,NA,18,2,10,27,2,5,24,NA,7,6,51,NA,NA,NA,6,0.044570965,NA,0.365967248,0.78542347,0.082725235,0.047209604
23-18f,SV-N-06,5,N,alate,0.305301635,0.120487392,0.12811184,NA,NA,1.839169391,NA,0.049467729,0.059204608,0.13095295,2.081768563,1.270427189,0.364015103,0.097793897,0.433670702,32,NA,9,NA,8,NA,NA,4,NA,16,2,12,23,2,6,24,NA,8,6,45,NA,NA,NA,NA,0.041909753,NA,0.352583064,0.745501447,0.07967543,0.049267549
25-19a,SV-N-07,5,N,alate,0.327152134,0.171349545,0.147336973,0.890032659,NA,1.816678756,NA,0.053966807,0.069621516,0.13470355,2.286087893,1.303920275,0.421751081,0.109330217,0.508700058,27,NA,13,NA,12,NA,NA,4,NA,15,2,9,27,2,6,24,NA,6,7,50,NA,NA,NA,NA,0.057504637,NA,NA,0.767040018,0.079253482,0.041877019
25-19b,SV-N-08,5,N,alate,0.328901806,0.16526558,0.163201934,1.040606774,NA,1.899597007,NA,0.061092484,0.076532311,0.12838435,2.341517227,1.394757937,0.423089424,0.113268104,0.500282491,27,NA,13,NA,13,NA,NA,4,NA,15,2,12,27,2,5,27,NA,8,6,47,NA,NA,NA,6,0.055578302,NA,0.401046416,0.849661758,0.086559228,0.055019487
25-19c,SV-N-09,5,N,alate,0.32243307,0.155465106,0.15201888,0.901448481,NA,1.763189329,NA,0.056035356,0.072673878,0.1384738,2.329108282,1.464343813,0.415343367,0.109203651,0.502543093,32,NA,13,NA,13,NA,NA,5,NA,17,2,11,26,2,6,26,NA,8,6,46,NA,NA,NA,6,0.05395183,NA,0.388275468,0.845921407,0.085829456,0.058507558
25-19d,SV-N-10,5,N,alate,0.341131344,0.160625999,0.152967316,0.884495098,NA,NA,NA,0.059508579,0.0624618,0.13942258,2.212374125,1.389751874,0.42840228,0.115118146,0.520136911,30,NA,12,NA,13,NA,NA,4,NA,17,2,12,26,2,5,26,NA,8,6,49,NA,NA,NA,NA,0.057582153,NA,NA,0.810576896,0.080994195,0.041450783
25-19e,SV-N-11,5,N,alate,0.29925069,0.158304821,0.15609734,0.931586358,NA,1.798968959,NA,0.056494551,0.067493232,0.138985072,2.337805685,1.437872561,0.408491252,0.112263108,0.493787819,25,NA,14,NA,12,NA,NA,5,NA,18,2,8,22,2,6,29,NA,8,6,46,NA,NA,NA,6,0.045793553,NA,0.4144569,0.830210443,0.087071044,0.051794115
25-19f,SV-N-12,5,N,alate,0.309006815,0.157158387,0.142207811,0.82864551,NA,1.768438122,NA,0.052343127,0.064255497,0.150255524,2.26042883,1.537286997,0.39150134,0.103480947,0.485539135,29,NA,13,NA,11,NA,NA,4,NA,16,2,8,25,2,5,25,NA,6,6,47,NA,NA,NA,6,0.051519438,NA,0.326675577,0.842093109,0.087107318,0.061974835
25-21a,SV-N-13,5,N,alate,0.30131037,0.1424968,0.17382732,0.93396314,NA,1.6946368,NA,0.04772248,0.06483607,0.14095717,2.23014147,1.3448377,0.43181603,0.12045519,0.50468339,26,NA,9,NA,11,NA,NA,6,NA,19,2,13,29,2,5,28,NA,8,6,50,NA,NA,NA,5,0.0479337,NA,0.34286621,0.75687443,0.08278456,0.04905219
25-21b,SV-N-14,5,N,alate,0.323439941,0.182567403,0.17548497,NA,NA,2.148024731,NA,0.053885775,0.081712708,0.173120697,2.373895917,1.470345522,0.433327986,0.12582944,0.528534119,30,NA,13,NA,15,NA,NA,5,NA,19,2,12,32,2,5,23,NA,7,6,45,NA,NA,NA,5,0.048424564,NA,NA,0.909233675,0.078834349,0.038035218
"F+H: 5791b; C, IL",Frison + Hottes: 5791b,5,NA,alate,0.249050892,0.131929027,0.111704727,0.78529884,NA,1.596520861,NA,0.038986471,0.048922593,0.117048026,2.159403345,1.346094925,0.299350583,0.095989283,0.338831255,22,NA,8,NA,7,NA,NA,3,NA,14,2,8,25,2,6,18,NA,8,6,35,NA,NA,NA,5,0.039375722,NA,0.340876766,0.663658269,0.079877119,NA
"F+H: 5791c; C, IL",Frison + Hottes: 5791c,5,NA,alate,0.292018157,0.107571146,0.108994156,0.780677166,NA,1.588279621,NA,0.028089132,0.037598625,0.116592937,2.060957885,1.294011145,0.341645992,0.099298925,0.40487311,32,NA,7,NA,9,NA,NA,4,NA,14,2,9,21,2,NA,21,NA,7,6,46,NA,NA,NA,NA,0.044818266,NA,0.365762367,0.719400384,NA,NA
"F+H: 5791d; C, IL",Frison + Hottes: 5791d,5,NA,alate,0.2414325,0.13160049,0.07200491,0.80336452,NA,1.53624525,NA,0.04057024,0.04633266,0.11800168,2.12886565,1.35182103,0.35468351,0.09944087,0.2712377,25,NA,10,NA,10,NA,NA,4,NA,13,2,9,25,2,5,20,NA,7,6,35,NA,NA,NA,6,0.06041027,NA,0.368883547,0.66320716,0.080795218,NA
"F+H: 5791e; C, IL",Frison + Hottes: 5791e,5,NA,alate,0.280434782,0.146577783,0.140848445,0.773423222,NA,1.620742956,NA,0.04267886,0.047382781,0.122747232,2.143733423,1.36027448,0.321343842,0.097568286,0.369672807,19,NA,9,NA,9,NA,NA,5,NA,13,2,7,24,2,6,18,NA,8,5,36,NA,NA,NA,5,0.043241194,NA,0.335206111,0.71667585,0.082430317,NA
"F+H: 5791f; C, IL",Frison + Hottes: 5791f,5,NA,alate,0.246997798,0.143675175,0.130605527,0.73584138,NA,1.372401908,NA,0.040312087,0.048528125,0.116760195,2.078383751,1.362908988,0.304356,0.09792991,0.362096924,23,NA,11,NA,10,NA,NA,2,NA,13,2,8,24,2,NA,17,NA,7,6,36,NA,NA,NA,NA,0.051561344,NA,NA,0.650553264,NA,NA
"F+H: 5792a; C, IL",Frison + Hottes: 5792a,5,NA,alate,0.266075532,0.134908997,0.131878993,0.766108529,NA,1.561120116,NA,0.035901072,0.049598172,0.114347593,2.207779993,1.492874028,0.352316336,0.11071476,0.40141031,24,NA,10,NA,10,NA,NA,5,NA,14,2,9,22,2,6,19,NA,8,6,31,NA,NA,NA,6,0.048938805,NA,0.357496751,0.741406127,0.080151865,NA
"F+H: 5792c; C, IL",Frison + Hottes: 5792c,5,NA,alate,0.244161206,0.132974431,0.126202235,0.746405504,NA,1.586302217,NA,0.036230508,0.050165086,0.120051219,1.969374117,1.391341654,0.330442086,0.099005638,0.380822458,20,NA,11,NA,10,NA,NA,3,NA,11,2,7,24,2,5,17,NA,8,6,33,NA,NA,NA,6,0.045983757,NA,NA,0.671347464,0.071225266,NA
"F+H: 5792d; C, IL",Frison + Hottes: 5792d,5,NA,alate,0.261811927,0.111808929,0.105653205,0.574097412,NA,1.390234024,NA,0.03575063,0.050493938,0.117382718,2.169761409,1.280651159,0.296757339,0.098785648,0.344233214,27,NA,10,NA,8,NA,NA,3,NA,15,2,6,21,2,5,17,NA,8,6,41,NA,NA,NA,6,0.04259807,NA,NA,0.66474227,NA,NA
"F+H: 5792e; C, IL",Frison + Hottes: 5792e,5,NA,alate,0.292871931,0.115166907,0.12755305,0.712897919,NA,1.496967259,NA,NA,NA,0.126541478,2.335557726,1.429793445,0.382147045,0.11437145,0.437342257,25,NA,9,NA,11,NA,NA,4,NA,13,2,NA,17,2,5,26,NA,8,6,42,NA,NA,NA,6,0.048446248,NA,0.357996067,0.745900239,0.071387612,NA
"F+H: 5792g; C, IL",Frison + Hottes: 5792g,5,NA,alate,0.247258363,0.131309204,0.127566617,0.646439915,NA,1.537796927,NA,0.04097417,0.05172759,0.122340271,2.05225469,1.34650588,0.20316363,0.10119982,0.29750283,22,NA,9,NA,9,NA,NA,4,NA,13,2,8,26,2,4,19,NA,8,6,34,NA,NA,NA,6,0.040124307,NA,0.31774208,0.693409875,0.081855162,NA
"F+H: 5792h; C, IL",Frison + Hottes: 5792h,5,NA,alate,0.249467676,0.122511447,0.091191896,0.760676298,NA,1.57488554,NA,0.036824703,0.046117226,0.122796565,2.071565459,1.309251298,0.260644105,0.090211857,0.319076244,20,NA,10,NA,10,NA,NA,4,NA,12,2,NA,22,2,6,16,NA,6,6,35,NA,NA,NA,5,0.057942915,NA,0.34296712,0.642641654,0.087219662,NA
Lectotype: H. papyracea,Oestlund-Hormaphis papyracea-Lectotype Slide ★,5,NA,alate,0.270914756,0.131083609,0.136256982,0.713037151,NA,1.569057559,NA,0.039192628,0.051686408,0.112853594,1.915075113,1.161750839,0.351999985,0.106114263,0.402776332,23,NA,10,NA,9,NA,NA,5,NA,16,2,8,22,2,6,21,NA,9,6,34,NA,NA,NA,5,0.048161652,NA,NA,0.651825003,0.07506285,NA
"O: H. papyracea - 1; M, MN",Oestlund-Hormaphis papyracea-2046-1,5,NA,alate,0.267393914,0.159896592,0.134325483,0.70101942,NA,1.530659314,NA,0.03277778,0.051170266,0.122884396,2.017553548,1.229877097,0.375481818,0.108936916,0.431222835,22,NA,11,NA,10,NA,NA,2,NA,15,2,7,26,NA,6,21,NA,7,6,35,NA,NA,NA,5,0.039594769,NA,NA,0.800523873,0.070336913,NA
"O: H. papyracea - 2; M, MN",Oestlund-Hormaphis papyracea-2046-2,5,NA,alate,0.287657308,0.160463082,0.107433781,0.77621844,NA,1.534861927,NA,0.042095385,0.059179959,0.115649392,1.986464471,1.326656887,0.368082902,0.099456318,0.4505565,27,NA,11,NA,9,NA,NA,4,NA,18,2,7,22,2,6,26,NA,7,6,38,NA,NA,NA,6,0.051132958,NA,NA,0.786366297,0.080509507,NA
"O: H. papyracea - 3; M, MN",Oestlund-Hormaphis papyracea-2046-3,5,NA,alate,0.312493845,0.164606488,0.139123447,0.704514735,NA,1.376126274,NA,0.047215096,0.054631787,0.129428989,1.875743646,1.222716194,0.358842157,0.106960977,0.418686871,24,NA,11,NA,10,NA,NA,4,NA,14,2,7,23,2,6,27,NA,8,6,39,NA,NA,NA,6,0.044909793,NA,0.365106132,0.747080271,0.065948178,NA
"O: H. papyracea - 4; M, MN",Oestlund-Hormaphis papyracea-2046-4,5,NA,alate,0.284348351,0.158834451,0.132462819,0.760676298,NA,1.461734274,NA,0.036230508,0.051170266,0.139053611,2.060957885,1.294011145,0.357830049,0.105676354,0.416223678,28,NA,11,NA,10,NA,NA,3,NA,16,2,7,26,2,6,27,NA,7,5,39,NA,NA,NA,6,0.045660739,NA,0.317734613,0.780591743,0.056152383,NA
"O: H. papyracea - 5; M, MN",Oestlund-Hormaphis papyracea-2046-5,5,NA,alate,0.282079009,0.155575737,0.143228733,0.687129064,NA,1.706389022,NA,0.043680101,0.05763312,0.126393203,2.065978651,1.310756806,0.371444251,0.098743382,0.453961847,23,NA,12,NA,11,NA,NA,3,NA,13,2,7,24,2,6,29,NA,8,6,50,NA,NA,NA,6,0.039646708,NA,0.308539077,0.801660899,0.081526802,NA
"O: H. papyracea - 6; M, MN",Oestlund-Hormaphis papyracea-2046-6,5,NA,alate,0.311148669,0.147417437,0.126676659,0.763019021,NA,1.564370033,NA,0.041056048,0.052164439,0.124240776,2.024614164,1.321883689,0.378485374,0.105081372,0.435088395,16,NA,11,NA,13,NA,NA,3,NA,15,2,6,25,2,7,25,NA,8,5,46,NA,NA,NA,6,0.043712287,NA,0.36254834,0.859745004,0.081069583,NA
"O: H. papyracea - 7; M, MN",Oestlund-Hormaphis papyracea-2046-7,5,NA,alate,0.267061873,0.141794948,0.137823989,0.699657339,NA,1.599665738,NA,0.031532283,0.052756711,0.113825157,1.97319381,NA,0.388913093,0.089147026,0.451253896,28,NA,11,NA,11,NA,NA,4,NA,16,2,7,24,NA,6,27,NA,8,6,48,NA,NA,NA,6,0.0427448,NA,0.325988095,0.856946336,0.072825008,NA
"O: H. papyracea - 8; M, MN",Oestlund-Hormaphis papyracea-3775-8,5,NA,alate,0.25254318,0.14336062,0.115826528,0.625497078,NA,1.623605351,NA,0.031504336,0.053493328,0.109990457,1.717904665,1.235393936,0.342158532,0.094957251,0.392999332,26,NA,13,NA,10,NA,NA,5,NA,13,2,6,25,2,5,22,NA,9,6,42,NA,NA,NA,5,0.040328022,NA,0.379453111,0.738157013,0.066481451,NA
"O: H. papyracea - 9; M, MN",Oestlund-Hormaphis papyracea-3775-9,5,NA,alate,0.290955826,0.155205991,0.141309492,0.64702409,NA,1.798284371,NA,0.04679011,0.061787261,0.102387802,2.061172834,1.213452868,0.369080354,0.103385972,0.437638406,28,NA,14,NA,10,NA,NA,3,NA,15,2,11,24,2,6,31,NA,7,6,47,NA,NA,NA,6,0.045495723,NA,0.358614998,0.749703546,0.075724831,NA
"O: H. papyracea A-17; M, MN",Oestlund-Hormaphis papyracea-2046-A-17,5,NA,alate,0.28069393,0.133952517,0.151826661,0.802546036,NA,1.711747088,NA,0.036819195,0.052337033,0.130541676,2.017553548,1.322417991,0.352278813,0.103373286,0.459348959,24,NA,11,NA,10,NA,NA,4,NA,15,2,6,28,2,6,25,NA,8,5,48,NA,NA,NA,6,0.045109271,NA,NA,0.843312882,0.069420568,NA
